time,open,high,low,close,volume
2023-04-24,59.56,59.64,58.89,59.14,1135168
2023-04-25,59.14,59.9,58.55,58.64,1371733
2023-04-26,58.72,59.56,58.72,59.56,942125
2023-04-27,59.56,59.56,58.3,58.3,1370570
2023-04-28,58.55,58.89,58.47,58.72,1117094
2023-05-04,58.72,58.72,57.38,57.55,2659616
2023-05-05,57.55,58.05,57.55,57.72,712871
2023-05-08,57.88,59.06,57.88,59.06,1228760
2023-05-09,59.39,59.56,59.14,59.31,872498
2023-05-10,59.39,59.64,59.14,59.14,952494
2023-05-11,59.14,59.48,58.72,58.72,447884
2023-05-12,59.06,59.06,58.3,58.39,1214899
2023-05-15,58.64,58.64,57.88,57.88,1539719
2023-05-16,57.88,58.47,57.88,58.47,1381060
2023-05-17,58.47,58.47,57.72,57.88,1869705
2023-05-18,57.88,58.72,57.46,58.05,2498777
2023-05-19,58.22,58.3,57.55,57.55,1204484
2023-05-22,57.63,57.88,57.21,57.21,1699621
2023-05-23,57.04,57.38,56.21,56.21,2940962
2023-05-24,56.29,56.54,55.45,55.62,2354186
2023-05-25,55.53,56.62,55.37,56.29,1306722
2023-05-26,56.54,57.04,56.29,56.29,906227
2023-05-29,56.46,56.79,56.29,56.29,1044750
2023-05-30,56.29,56.54,55.79,55.79,1772267
2023-05-31,56.04,56.04,55.45,55.45,1468744
2023-06-01,55.45,55.79,55.37,55.45,1217050
2023-06-02,55.53,55.62,54.95,55.28,2972493
2023-06-05,55.79,56.37,55.53,55.79,3326155
2023-06-06,56.12,56.12,55.37,55.7,3425841
2023-06-07,55.79,55.95,55.37,55.53,3720457
2023-06-08,55.79,55.79,54.95,54.95,5040797
2023-06-09,55.03,55.79,54.95,55.2,2081714
2023-06-12,55.37,57.04,55.37,56.96,5452337
2023-06-13,57.13,57.3,56.62,56.71,4946444
2023-06-14,56.79,57.21,56.29,56.29,4911944
2023-06-15,56.46,56.54,55.53,55.62,4689964
2023-06-16,55.79,55.87,55.37,55.45,5994312
2023-06-19,55.62,55.87,55.03,55.2,3284579
2023-06-20,55.28,55.28,54.95,54.95,2964627
2023-06-21,55.03,55.62,54.95,55.62,3492784
2023-06-22,55.79,56.46,55.62,56.12,5613113
2023-06-23,56.21,58.3,56.21,57.97,11963164
2023-06-26,58.13,59.31,57.3,59.23,10742723
2023-06-27,59.39,59.39,58.39,59.14,5982210
2023-06-28,59.14,59.48,58.47,59.23,6157222
2023-06-29,59.23,60.74,58.81,60.32,7702292
2023-06-30,60.32,60.4,59.39,59.56,3646759
2023-07-03,59.64,59.9,58.97,59.31,3187816
2023-07-04,59.14,59.73,58.81,59.23,4783357
2023-07-05,59.39,59.39,58.39,58.55,6661035
2023-07-06,58.64,59.31,58.55,59.14,7632376
2023-07-07,59.31,59.73,59.06,59.48,5782449
2023-07-10,59.9,60.99,59.73,60.48,6174583
