Ticker,Date,Open,High,Low,Close,Volume,Return,Return_Pct,Target_Date_1D,Next_Close,Future_Return_1D,Future_Return_1D_Pct,Future_Return_5D,Future_Return_10D,Future_Return_20D,Future_Return_60D,High_Low_Spread,Close_Open_Change,High_Low_Range_Pct,Close_Open_Return,DayOfWeek,Month,Year,MA7,MA14,MA30,Close_MA7_Ratio,Close_MA14_Ratio,Close_MA30_Ratio,MA7_MA14_Ratio,MA7_MA30_Ratio,Return_MA3,Return_MA5,Return_MA10,Volatility_7,Volatility_14,Return_Volatility_7,Return_Volatility_14,Volume_Change_Pct,Volume_Ratio_7,Volume_Ratio_14,Close_Lag_1,Return_Lag_1,Close_Lag_2,Return_Lag_2,Close_Lag_3,Return_Lag_3,Close_Lag_5,Return_Lag_5
SHB,2018-07-09,2.53,2.63,2.44,2.5,4673551.0,-0.011857707509881354,-1.1857707509881354,2018-07-10,2.47,-0.0119999999999999,-1.19999999999999,0.01200000000000001,0.040000000000000036,0.028000000000000025,0.15600000000000014,0.18999999999999995,-0.029999999999999805,0.07599999999999998,-0.011857707509881354,0,7,2018,2.4714285714285715,2.630714285714286,2.8216666666666668,0.01156069364161838,-0.04968775454792296,-0.11399881866509154,-0.06054846592451801,-0.12412454645177617,0.015293462576071263,-0.000940498228610509,-0.011501558063419548,0.11880355935023212,0.18681394634622617,0.05278356249643546,0.03787613168359694,-0.5780175120595744,0.7022811152036723,0.866665046271016,2.53,0.09523809523809512,2.31,-0.03749999999999998,2.4,0.012658227848101111,2.53,-0.048872180451127956
SHB,2018-07-10,2.5,2.57,2.47,2.47,5265406.0,-0.0119999999999999,-1.19999999999999,2018-07-11,2.34,-0.052631578947368585,-5.2631578947368585,0.05263157894736836,0.05263157894736836,0.04048582995951411,0.1821862348178136,0.09999999999999964,-0.029999999999999805,0.040485829959514025,-0.0119999999999999,1,7,2018,2.4442857142857144,2.605,2.8066666666666666,0.010520163646990044,-0.051823416506717734,-0.11995249406175768,-0.06169454346037839,-0.12911435357991174,0.02379346257607129,0.009307723115263001,-0.011288130501582084,0.085607075809011,0.1819868972460129,0.052749434856565344,0.03676685356790636,0.12663925139578014,0.7923953710823552,0.9649755291990456,2.5,-0.011857707509881354,2.53,0.09523809523809512,2.31,-0.03749999999999998,2.37,-0.06324110671936745
SHB,2018-07-11,2.47,2.47,2.31,2.34,8736710.0,-0.052631578947368585,-5.2631578947368585,2018-07-12,2.44,0.042735042735042805,4.2735042735042805,0.15384615384615397,0.09829059829059839,0.12393162393162394,0.2649572649572651,0.16000000000000014,-0.13000000000000034,0.06837606837606844,-0.052631578947368585,2,7,2018,2.417142857142857,2.572857142857143,2.788333333333333,-0.031914893617021156,-0.0905052748473072,-0.1607890017931859,-0.060521932259855804,-0.13312270514900526,-0.02549642881908328,-0.003750238243830939,-0.01547601957911463,0.08400680244564201,0.18648277179360093,0.053235571867241725,0.038571055961251294,0.6592661610519683,1.2549008398649137,1.5358667323987916,2.47,-0.0119999999999999,2.5,-0.011857707509881354,2.53,0.09523809523809512,2.4,0.012658227848101111
SHB,2018-07-12,2.4,2.47,2.34,2.44,5970851.0,0.042735042735042805,4.2735042735042805,2018-07-13,2.5,0.024590163934426146,2.4590163934426146,0.0901639344262295,0.06557377049180335,0.07786885245901631,0.18442622950819687,0.13000000000000034,0.040000000000000036,0.053278688524590306,0.016666666666666607,3,7,2018,2.427142857142857,2.5449999999999995,2.769,0.005297233666862855,-0.04125736738703323,-0.11881545684362593,-0.04630928992422101,-0.12345870092348976,-0.00729884540410856,0.012296770303177617,-0.009028602262132101,0.08159131606452463,0.17381466699199613,0.05054031678954318,0.04073763946156332,-0.3165790097187614,0.8894466249226155,1.0217227785255927,2.34,-0.052631578947368585,2.47,-0.0119999999999999,2.5,-0.011857707509881354,2.31,-0.03749999999999998
SHB,2018-07-13,2.44,2.57,2.44,2.5,5801552.0,0.024590163934426146,2.4590163934426146,2018-07-16,2.53,0.01200000000000001,1.200000000000001,0.06400000000000006,0.052000000000000046,0.052000000000000046,0.1439999999999999,0.1299999999999999,0.06000000000000005,0.051999999999999956,0.024590163934426146,4,7,2018,2.4414285714285713,2.5214285714285714,2.7526666666666673,0.023990637799883086,-0.008498583569405027,-0.09178977960765333,-0.03172804532577911,-0.11306784762827415,0.004897875907366789,-0.0018328159575561776,-0.005088104387208003,0.08474050024014922,0.15336518223142812,0.05103125025378172,0.04171022694879086,-0.028354249670608067,0.8585308104212557,0.9797909567218701,2.44,0.042735042735042805,2.34,-0.052631578947368585,2.47,-0.0119999999999999,2.53,0.09523809523809512
SHB,2018-07-16,2.53,2.57,2.5,2.53,3679285.0,0.01200000000000001,1.200000000000001,2018-07-17,2.6,0.027667984189723382,2.7667984189723382,0.027667984189723382,0.06719367588932812,0.1304347826086958,0.11857707509881443,0.06999999999999984,0.0,0.027667984189723258,0.0,0,7,2018,2.4728571428571433,2.5028571428571427,2.733,0.02310803004043871,0.01084474885844755,-0.07427735089645093,-0.011986301369862784,-0.09518582405519826,0.026441735556489654,0.0029387255444200955,0.0009991136579047932,0.06676183683169083,0.13268983912339874,0.04712725669067059,0.0419994929831307,-0.3658102176796829,0.5697682521661375,0.6139255675353237,2.5,0.024590163934426146,2.44,0.042735042735042805,2.34,-0.052631578947368585,2.5,-0.011857707509881354
SHB,2018-07-17,2.53,2.6,2.47,2.6,7739975.0,0.027667984189723382,2.7667984189723382,2018-07-18,2.7,0.03846153846153855,3.8461538461538547,0.0,0.011538461538461497,0.07307692307692304,0.07307692307692304,0.1299999999999999,0.07000000000000028,0.049999999999999954,0.027667984189723382,1,7,2018,2.4828571428571427,2.4914285714285715,2.7156666666666665,0.0471806674338322,0.04357798165137616,-0.04259236528783594,-0.0034403669724771824,-0.08572831366497746,0.021419382708049845,0.010872322382364751,0.010090022748813876,0.08056349167256019,0.1144792317649562,0.03230644630074871,0.04292117976477166,1.1036628040502436,1.2940835969239022,1.2249082898389256,2.53,0.01200000000000001,2.5,0.024590163934426146,2.44,0.042735042735042805,2.47,-0.0119999999999999
SHB,2018-07-18,2.63,2.73,2.6,2.7,7651526.0,0.03846153846153855,3.8461538461538547,2018-07-19,2.66,-0.014814814814814836,-1.4814814814814836,-0.04814814814814827,-0.03703703703703709,0.011111111111111072,-0.04814814814814827,0.1299999999999999,0.07000000000000028,0.04814814814814811,0.026615969581749166,2,7,2018,2.511428571428571,2.491428571428571,2.700666666666667,0.07508532423208214,0.08371559633027537,-0.00024685262898060945,0.008027522935779796,-0.07007088196917899,0.026043174217087312,0.029090945864146178,0.01267035381015762,0.11553189623483907,0.1144792317649562,0.0336666329761913,0.04394716665785598,-0.011427556290556473,1.1943431313489785,1.1716342857520357,2.6,0.027667984189723382,2.53,0.01200000000000001,2.5,0.024590163934426146,2.34,-0.052631578947368585
SHB,2018-07-19,2.66,2.73,2.44,2.66,4430485.0,-0.014814814814814836,-1.4814814814814836,2018-07-20,2.66,0.0,0.0,-0.022556390977443663,-0.03383458646616555,0.015037593984962516,0.015037593984962516,0.29000000000000004,0.0,0.10902255639097745,0.0,3,7,2018,2.5385714285714287,2.4914285714285715,2.6876666666666664,0.047833427124367,0.06766055045871555,-0.01029393525982869,0.018922018348623837,-0.0554738576566679,0.01710490261214903,0.01758097435417465,0.014938872328676134,0.1260196507730086,0.1144792317649562,0.03400980383013216,0.04394716665785598,-0.42096713779708783,0.7046835810385113,0.6851908044734195,2.7,0.03846153846153855,2.6,0.027667984189723382,2.53,0.01200000000000001,2.44,0.042735042735042805
SHB,2018-07-20,2.63,2.7,2.57,2.66,5821195.0,0.0,0.0,2018-07-23,2.6,-0.022556390977443663,-2.2556390977443663,-0.011278195488721887,-0.022556390977443663,0.015037593984962516,-0.011278195488721887,0.13000000000000034,0.03000000000000025,0.04887218045112794,0.011406844106463865,4,7,2018,2.584285714285714,2.5007142857142854,2.6733333333333333,0.0292979546710892,0.06369608683233374,-0.004987531172069737,0.033419023136246784,-0.033309583184894964,0.00788224121557457,0.01266294156728942,0.005415062804866621,0.09658452996505293,0.12281720536661786,0.02082119753928747,0.041567081911468975,0.31389565702174815,0.9915681930997273,0.9072392167314806,2.66,-0.014814814814814836,2.7,0.03846153846153855,2.6,0.027667984189723382,2.5,0.024590163934426146
