ticker,signal_date,entry_date,exit_date,buy_label,entry_price,exit_price,realized_return_net,exit_reason,ma10_ma50_ratio,close_ma10_ratio,dist_ma10_ma50_pct,ma10_slope_3d,ma50_slope_3d,return_3d,return_5d,rsi,macd_hist,volume_ratio_20,volume_change_pct,atr_pct,rolling_std_10,body_ratio,upper_wick_ratio,lower_wick_ratio,close_position
BSI,2023-09-05,2023-09-06,2023-09-06,1,30.08,31.072639999999996,0.02999999999999992,target,1.006067415730337,1.1197974834338469,0.006067415730337176,0.03382981180002331,0.007493943716180951,0.13040210447200296,0.15558970418747586,65.00541711809319,0.3937423805075122,1.3424798864440028,-0.2466225898745662,0.03680661094224922,0.02678648464013531,0.06896551724137805,0.0,0.931034482758622,1.0
GMD,2023-09-05,2023-09-06,2023-09-08,1,49.81,51.45373,0.02999999999999992,target,1.0150219403606546,1.1157192444664834,0.015021940360654627,0.03974689477384574,0.010322956442948783,0.1255115961800819,0.15009293680297398,74.19354838709677,0.6818154003151287,1.998904890633545,-0.5486632720029572,0.028759018759018772,0.023322128222538666,0.3465346534653474,0.3465346534653474,0.3069306930693052,0.6534653465346526
OCB,2023-09-05,2023-09-06,2023-09-06,1,9.78,10.102739999999999,0.02999999999999992,target,1.004134672179563,1.06318082788671,0.004134672179562985,0.009123886995713093,0.0037108603047737443,0.06666666666666665,0.0868596881959911,50.80213903743313,0.04135252373859189,2.162221309933767,0.9670492076934707,0.025029274004683813,0.010244725280840025,0.4411764705882365,0.5588235294117635,0.0,0.4411764705882365
HAH,2023-09-06,2023-09-07,2023-09-08,0,23.7,23.226,-0.023000000000000017,ambiguous_stop,1.0078839335696959,1.0923397361721825,0.007883933569695861,0.033385947290381246,0.01071253441967479,0.10023310023310028,0.12756808408982323,59.938366718027766,0.2503332106178601,1.739204526169551,0.0853038045361707,0.03177966101694916,0.020637217650455734,0.22033898305084582,0.22033898305084582,0.5593220338983084,0.5593220338983084
SAB,2023-09-06,2023-09-07,2023-09-11,1,65.54,67.70282,0.02999999999999992,target,1.0008457543754525,1.0193486022544787,0.0008457543754524392,0.008934891695898894,0.0010934971287890338,-0.0050220666565210514,0.017270888439396392,54.2787286063569,0.18836305997650143,0.8656452232408325,-0.287180036223156,0.019403050299348874,0.012338275841700512,0.4142857142857012,0.5857142857142987,0.0,0.4142857142857012
VGC,2023-09-06,2023-09-07,2023-09-08,1,46.19,47.71426999999999,0.02999999999999992,target,1.0021959370370193,1.091974644181318,0.0021959370370192716,0.03163635466278425,0.006320655032158395,0.09080047789725199,0.10292341145204142,57.831325301204814,0.4376949375026426,1.900483034445803,0.4416776373684397,0.03420434986700048,0.017314350417015578,0.6221374045801499,0.17175572519084048,0.20610687022900967,0.8282442748091595
VJC,2023-09-06,2023-09-07,2023-09-11,0,101.1,99.07799999999999,-0.023000000000000017,stop,1.0034371995007878,1.0368029360791111,0.003437199500787822,0.006464190437102557,0.003387255707012704,0.049535603715170184,0.037755102040816446,49.39024390243902,0.16555751728068485,1.1151306153001035,-0.27819762237198087,0.021983424638291883,0.011234264959758001,0.4782608695652217,0.0434782608695628,0.4782608695652155,0.9565217391304373
MBB,2023-09-07,2023-09-08,2023-09-11,0,12.33,12.0834,-0.023000000000000017,stop,1.0019295543406512,1.0414730973899822,0.0019295543406511342,0.017883243057346787,0.005531349989788215,0.04403048264182896,0.05836909871244633,55.68181818181817,0.05495378773437097,2.1830404130651813,0.6100740466459138,0.0197543737689723,0.012503719861018385,0.1379310344827622,0.6551724137931036,0.20689655172413413,0.34482758620689635
NKG,2023-09-07,2023-09-08,2023-09-08,1,16.28,16.817239999999998,0.02999999999999992,target,1.0081299713218983,1.0922509225092252,0.0081299713218982,0.04165210706548317,0.00796291246250358,0.0831669993346642,0.13607815771109566,54.13005272407733,0.1814330005170315,1.204182943818026,-0.42657042949117163,0.0361969111969112,0.026044842871767154,0.6862745098039152,0.15686274509804235,0.15686274509804235,0.15686274509804235
ACB,2023-09-08,2023-09-11,2023-09-11,0,16.0,15.68,-0.023000000000000017,stop,1.0014871684059334,1.0134534839446632,0.0014871684059333415,0.012204522096608272,0.0016551443158523416,0.0,0.01332487309644681,51.05263157894739,0.04115714783189958,0.6733666222164404,-0.43919177103099816,0.01650415958493603,0.0075764723534181965,0.5555555555555545,0.22222222222221782,0.2222222222222277,0.2222222222222277
HPG,2023-09-08,2023-09-11,2023-09-11,0,21.97,21.5306,-0.022999999999999906,stop,1.0046181583285931,1.04510556621881,0.00461815832859308,0.0314789150663235,0.006472334892386522,0.03418803418803429,0.05676855895196509,54.64895635673625,0.1703213037719457,1.1866908918458483,0.003489437705438858,0.030204643841007444,0.01836385857236146,0.3333333333333375,0.5263157894736823,0.14035087719298026,0.47368421052631776
PVD,2023-09-08,2023-09-11,2023-09-11,0,26.01,25.489800000000002,-0.023000000000000017,stop,1.0044742006606309,1.04,0.004474200660630974,0.027043765483071747,0.004078885483060013,0.02131859455191476,0.05376782077393072,60.264900662251655,0.19936547952718775,0.9834449704622558,-0.5149927941646371,0.027969517919266676,0.008313546502933044,0.11764705882352695,0.2941176470588278,0.5882352941176452,0.5882352941176452
SBT,2023-09-08,2023-09-11,2023-09-11,0,15.23,14.9254,-0.023000000000000017,stop,1.004137818017944,1.0295117639058888,0.004137818017944139,0.03789964005928437,0.0037420840529649446,0.012709030100334529,0.03415300546448097,56.94117647058823,0.12470336556272868,1.6469635459883,0.6380066971843941,0.03368560105680317,0.022062810297617596,0.3783783783783789,0.2432432432432422,0.3783783783783789,0.7567567567567578
GVR,2023-09-11,2023-09-12,2023-09-12,1,21.02,21.713659999999997,0.02999999999999992,target,1.0046301281361043,1.0167592321933159,0.0046301281361042215,0.04288182095315518,0.008430155079316437,-0.0113690194220748,-0.004768717215068996,66.66666666666666,0.22054513223048997,1.4430143296000348,0.2943623518964391,0.03740844684783355,0.02541668784330293,1.0,0.0,0.0,0.0
HDB,2023-09-11,2023-09-12,2023-09-15,1,10.58,10.929139999999999,0.02999999999999992,target,1.0029016345874842,1.0174558780981773,0.0029016345874842207,0.018465769570769064,0.003864377815752551,-0.006591337099811523,0.014423076923076872,70.37037037037038,0.05709687187550361,2.392845611957857,0.42115256054035743,0.018957345971563972,0.012010834751050511,0.8799999999999955,0.12000000000000455,0.0,0.0
PC1,2023-09-11,2023-09-12,2023-09-12,1,19.69,20.33977,0.02999999999999992,target,1.0057931918939538,1.0821654300632042,0.0057931918939536815,0.05289045772814083,0.004776663223025945,0.025520833333333437,0.10680157391793155,75.93984962406017,0.35485001267726357,2.048993669728157,-0.1683094337772807,0.03341072335485744,0.029464021263312296,0.7169811320754707,0.2830188679245293,0.0,0.0
VPB,2023-09-11,2023-09-12,2023-09-15,1,19.3,19.936899999999998,0.02999999999999992,target,1.0010966209024543,1.036352896955378,0.0010966209024544226,0.019823667926181177,0.00495926702249494,0.004685059864653729,0.0455037919826653,70.31802120141344,0.09689176105994364,2.0512147282479036,1.2686054218085268,0.023353071798667635,0.01514129610496035,0.23943661971830818,0.25352112676056393,0.5070422535211279,0.5070422535211279
BID,2023-09-12,2023-09-13,2023-09-18,0,34.16,33.4768,-0.023000000000000017,stop,1.0019048971237237,1.0064359943316015,0.0019048971237236338,0.008215263721871757,0.0031512044010040263,-0.007280139778683803,-0.010449927431059436,64.40677966101694,0.06259192352990858,0.688812706085254,0.02538134507804557,0.01772618698403386,0.00888909147235019,0.4090909090909201,0.0,0.59090909090908,1.0
HVN,2023-09-12,2023-09-13,2023-09-13,0,10.4,10.192,-0.023000000000000017,stop,1.0015867487131855,0.9930448222565686,0.0015867487131855779,0.015399705738107006,-0.004181520377685932,-0.01532567049808431,-0.03383458646616555,59.81735159817349,0.037374110344013306,2.246168225936725,0.1710046037982842,0.03633963312951643,0.018378286626099534,0.3373493975903628,0.09638554216867477,0.5662650602409625,0.5662650602409625
PHR,2023-09-12,2023-09-13,2023-09-14,0,46.14,45.2172,-0.023000000000000017,stop,1.0002168179967788,1.0082063305978899,0.00021681799677867035,0.018955102776775812,0.005163786776969825,-0.006971677559912903,0.0006586169045006418,77.912254160363,0.21789569878381598,0.7826116830617362,-0.37032097269761566,0.02161035541904346,0.012510401307472902,0.2661870503597103,0.36690647482014743,0.3669064748201423,0.6330935251798526
PVT,2023-09-12,2023-09-13,2023-09-13,1,17.51,18.08783,0.02999999999999992,target,1.0091363711555346,1.0957694975096148,0.009136371155534584,0.04321231254932911,0.005205935021744601,0.09583858764186637,0.08692933083176979,86.8347338935574,0.2549433454087914,1.6415626385555062,-0.5943775405947509,0.02560414269275029,0.019274015554081488,0.7058823529411722,0.2941176470588278,0.0,0.7058823529411722
VCB,2023-09-12,2023-09-13,2023-09-14,0,59.77,58.574600000000004,-0.023000000000000017,stop,1.000395486719083,1.0085992802959909,0.00039548671908290034,0.009516824996162798,0.0025518071064267733,0.004374158815612539,-0.002172822998495638,50.434782608695656,0.07623529923894067,0.9994724091048984,-0.04699005982997606,0.016367552045943996,0.009372128466795982,0.8219178082191756,0.09589041095890398,0.08219178082192047,0.9041095890410961
DBC,2023-09-13,2023-09-14,2023-09-14,0,18.63,18.257399999999997,-0.023000000000000128,stop,1.0015033745961681,0.991695943787927,0.001503374596168089,0.02242298900620443,0.009634637328568063,-0.04215938303341904,-0.03869969040247678,60.0,0.08356870025429752,0.933810545700724,0.19828426760635653,0.03565677478720958,0.02871845499691506,0.8589743589743599,0.0,0.14102564102564008,0.14102564102564008
VIB,2023-09-13,2023-09-14,2023-09-14,1,14.5,14.978499999999999,0.02999999999999992,target,1.0009932201925984,1.0281852171412136,0.0009932201925983368,0.012153409504402912,0.0024964645444314204,0.019971469329529423,0.017069701280227667,71.82320441988952,0.05326203652186629,2.439999579873436,1.9638328730770143,0.016933066933066943,0.01319436455262564,0.8292682926829262,0.0,0.1707317073170738,1.0
BHN,2023-09-14,2023-09-15,2023-09-21,0,39.22,38.95,-0.009884242733299239,timeout,1.0016670160923302,1.0033948490185567,0.0016670160923303035,0.0038177718561034357,-2.556707778522682e-05,-0.009074867658179997,-0.0010165184243964287,54.31578947368425,0.06562830421306859,2.0505132049359935,6.95421052631579,0.015881091688774225,0.0106561132767201,0.43382352941176217,0.09558823529411957,0.47058823529411825,0.47058823529411825
GEE,2023-09-15,2023-09-18,2023-09-18,0,18.65,18.276999999999997,-0.023000000000000017,stop,1.0023217743920052,0.9954099060631939,0.002321774392005113,0.0030515552224421594,-0.00014976946200651042,-0.015311510031679076,-0.011658717541070618,44.032921810699555,0.006235945872174211,0.9403944788886971,2.694367176634214,0.027613941018766776,0.012263733252940908,0.6521739130434864,0.3478260869565137,0.0,0.0
HDG,2023-09-15,2023-09-18,2023-09-18,0,25.13,24.627399999999998,-0.023000000000000017,stop,1.001868829054276,1.0043231126411016,0.0018688290542761686,0.022637029759711602,0.0013975566853809962,-0.001591723040190951,-0.009474930911962054,63.272120200333916,0.1890483351866333,1.102944581461064,-0.2794239209903774,0.0297785116437966,0.02257447773941351,0.6000000000000026,0.2999999999999991,0.09999999999999823,0.09999999999999823
VSC,2023-09-15,2023-09-18,2023-09-18,0,15.48,15.1704,-0.023000000000000017,stop,1.0018051705241442,1.0058562327048073,0.0018051705241443007,0.032491694352159595,-0.002045963404277207,-0.012010113780025256,-0.02128991859737006,68.61826697892272,0.1601438491097219,0.5706793490805941,-0.4097716179358539,0.031578466319349234,0.02558139544430179,0.7058823529411756,0.0,0.29411764705882437,0.29411764705882437
CTD,2023-09-22,2023-09-25,2023-09-25,0,47.15,46.207,-0.022999999999999906,stop,1.0036494035360732,1.0021488160444931,0.003649403536073183,0.016075518547852052,-0.005642946947047811,-0.029777687130328356,0.013205537806176837,61.96358907672301,0.489901411058129,2.080591388859439,2.045525847792746,0.03863479383765279,0.02964684664640076,0.2058823529411774,0.12867647058823325,0.6654411764705893,0.6654411764705893
TDM,2023-09-27,2023-09-28,2023-09-29,1,37.16,38.38627999999999,0.02999999999999992,target,1.0001034176822465,1.0112114945031019,0.00010341768224659551,0.006050318942152577,0.0003484756910980824,0.01005708072845879,0.007592190889370798,62.585034013605366,0.03343496473231304,0.038866961528410966,-0.9563781072830353,0.014916192526526217,0.007807396733039874,0.6727272727272715,0.0,0.32727272727272844,1.0
CTR,2023-10-06,2023-10-09,2023-10-10,1,73.43,75.85319,0.02999999999999992,target,1.0006066390803576,1.0210665368838212,0.0006066390803575842,-0.009803516598510087,0.0033700963283540553,0.023414634146341484,0.007684918347742542,50.81033727551469,-0.21163744175994692,0.3577153112791151,0.47176368375325795,0.03804400692593529,0.01570633912791123,0.6093023255813947,0.08837209302325452,0.3023255813953507,0.9116279069767455
DGW,2023-10-09,2023-10-10,2023-10-12,1,43.6,45.038799999999995,0.02999999999999992,target,1.002911236122387,1.0406437860752522,0.0029112361223870846,-0.0021508974021938743,0.0042018833699974945,0.05743489900219023,0.015424164524421746,47.00808625336928,-0.1416448765678545,0.7187552159067181,-0.12145782760663015,0.051537070524412296,0.03594165529889209,0.36974789915966866,0.06722689075630121,0.5630252100840302,0.9327731092436988
GEE,2023-10-09,2023-10-10,2023-10-10,0,19.18,18.7964,-0.023000000000000017,stop,1.0053792074989347,1.0038671399057053,0.005379207498934762,0.01565694608845347,0.0009809357273851127,-0.034148827726809494,-0.02319587628865971,55.39452495974234,0.10765055745896962,0.025545666071310726,-0.12931312479845214,0.061439879381831874,0.03144444278790273,0.7142857142857139,0.0,0.2857142857142862,0.2857142857142862
GEG,2023-10-09,2023-10-10,2023-10-10,1,14.0,14.462,0.02999999999999992,target,1.002581999773011,0.9905193151266449,0.0025819997730109133,0.0031227821149752977,-0.0028152276939180654,-0.00990099009900991,-0.04240766073871405,47.965738758029985,0.004874291892779811,0.6871794826720131,0.3062748013801053,0.044795918367346935,0.033224428360375216,0.23255813953488305,0.4418604651162782,0.32558139534883873,0.32558139534883873
DHG,2023-10-10,2023-10-11,2023-10-11,0,104.59,102.4982,-0.023000000000000017,stop,1.000650224794841,1.030741410488246,0.000650224794840979,0.00967075299452258,5.1702503793382704e-05,0.042822677925210995,0.042822677925210995,60.10719754977026,0.4215127680891371,0.401955697173886,-0.9421624918501693,0.021358340907213086,0.015227202956151792,0.7605633802816939,0.0,0.2394366197183061,0.2394366197183061
PVD,2023-10-10,2023-10-11,2023-10-11,1,25.52,26.362159999999996,0.02999999999999992,target,1.0049326745791665,1.017433779436877,0.004932674579166365,0.01996921581335065,0.0002634646398518292,0.013449367088607556,0.06705539358600587,45.79741379310346,0.051139904293598465,1.2487900465121218,-0.04209621737825464,0.044440727110516304,0.03136954818150859,0.6093750000000003,0.23437499999999759,0.15625000000000208,0.15625000000000208
CTD,2023-10-11,2023-10-12,2023-10-12,0,50.91,49.891799999999996,-0.023000000000000017,stop,1.011297047182562,1.0959709192224811,0.01129704718256201,0.030205857290218185,-0.0014814749687876994,0.0542294807370185,0.14535941765241134,53.67863449087699,0.470057152437272,1.534786211464667,0.17557561454993076,0.044772308128812596,0.03023118707710535,0.9695945945945958,0.0,0.030405405405404148,1.0
VPI,2023-10-11,2023-10-12,2023-10-18,0,44.91,44.011799999999994,-0.023000000000000017,stop,1.0020376718573358,1.021540841161886,0.0020376718573357285,0.003606894190161025,-0.002160632815236263,0.024640657084188833,0.026514285714285712,64.30020283975654,0.11858771899618552,1.0784341337953764,0.06092204371263232,0.015793491745395564,0.011547688742645732,0.8152173913043463,0.09782608695652527,0.08695652173912842,0.9021739130434747
SCS,2023-10-12,2023-10-13,2023-10-18,0,56.44,55.3112,-0.023000000000000017,stop,1.0009609454555883,1.0092778335005017,0.0009609454555883417,0.006362767894158017,-0.0014607948442534324,0.007329281372899565,0.019356005788712105,50.95238095238093,0.04592465230087284,1.4265901411983417,1.9904123711340205,0.011889973380656622,0.005415959250873103,0.5689655172413711,0.29310344827586227,0.13793103448276664,0.7068965517241377
BMP,2023-10-13,2023-10-16,2023-10-16,0,71.08,69.6584,-0.023000000000000017,stop,1.0006195786864929,1.0385984201846015,0.000619578686492975,0.01991973086230292,-0.0029214105909793897,0.021194879089616148,0.03953084274543883,69.03765690376568,0.6285510723343406,1.4139145831640392,-0.24956937645710986,0.02924203530137508,0.02045381357996725,0.2243589743589714,0.0,0.7756410256410285,0.7756410256410285
PDR,2023-10-13,2023-10-16,2023-10-16,0,21.75,21.315,-0.022999999999999906,stop,1.003202464681679,1.1006162238609962,0.003202464681678982,0.011960744224084996,0.008472584189278765,0.12261720762493544,0.12784679089026918,65.14476614699333,0.08320294682229096,1.4625318950463726,0.12062248039758972,0.051563626827509305,0.039917781192622556,0.8928571428571425,0.0,0.10714285714285753,1.0
PHR,2023-10-16,2023-10-17,2023-10-17,0,47.53,46.5794,-0.023000000000000017,stop,1.0011302189522207,1.0479247371333704,0.0011302189522205907,0.017088436599423495,-5.7615685648881865e-05,0.032272132577409574,0.05481283422459904,74.87804878048784,0.2964696492604646,1.4104169596710117,0.26402299492102466,0.026751765344921234,0.016125623399225325,0.2846153846153817,0.5692307692307689,0.14615384615384938,0.14615384615384938
